TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISSTANDARDORDER,ISURGENT,PRODUCTCATEGORY,WAREHOUSE_COST_BASE,URGENT_SURCHARGE,TOTAL_WAREHOUSE_COST
TXN-2023-000329,CUST-017,2970.74,true,false,Milk,74.27,0.00,74.27
TXN-2023-000330,CUST-017,1500.40,false,false,Fresh,30.01,0.00,30.01
TXN-2023-000331,CUST-018,324.32,false,false,Frozen,6.49,0.00,6.49
TXN-2023-000332,CUST-018,255.08,false,false,Grocery,5.10,0.00,5.10
TXN-2023-000333,CUST-018,950.12,true,false,Milk,19.00,0.00,19.00
TXN-2023-000334,CUST-018,1388.86,false,true,Delicatessen,27.78,13.89,41.67
TXN-2023-000335,CUST-018,507.27,true,false,Milk,10.15,0.00,10.15
TXN-2023-000336,CUST-018,695.04,false,false,Delicatessen,13.90,0.00,13.90
TXN-2023-000337,CUST-018,534.90,true,false,Milk,10.70,0.00,10.70
TXN-2023-000338,CUST-018,861.32,true,false,Milk,17.23,0.00,17.23
TXN-2023-000339,CUST-018,866.57,false,false,Fresh,17.33,0.00,17.33
TXN-2023-000340,CUST-018,1111.40,false,false,Milk,22.23,0.00,22.23
TXN-2023-000341,CUST-018,711.43,false,false,Fresh,14.23,0.00,14.23
TXN-2023-000342,CUST-018,428.92,false,false,Fresh,8.58,0.00,8.58
TXN-2023-000343,CUST-018,834.25,false,false,Delicatessen,16.69,0.00,16.69
TXN-2023-000344,CUST-018,593.73,true,false,Milk,11.87,0.00,11.87
TXN-2023-000345,CUST-018,1255.97,true,false,Frozen,25.12,0.00,25.12
TXN-2023-000346,CUST-018,1253.96,true,false,Fresh,25.08,0.00,25.08
TXN-2023-000347,CUST-018,725.42,false,false,Milk,14.51,0.00,14.51
TXN-2023-000348,CUST-018,1019.81,false,false,Grocery,20.40,0.00,20.40
TXN-2023-000349,CUST-018,920.28,true,false,Grocery,18.41,0.00,18.41
TXN-2023-000350,CUST-018,725.73,true,false,Fresh,14.51,0.00,14.51
TXN-2023-000351,CUST-018,555.54,false,false,Delicatessen,11.11,0.00,11.11
TXN-2023-000352,CUST-018,551.09,false,false,Delicatessen,11.02,0.00,11.02
TXN-2023-000353,CUST-018,664.98,true,false,Delicatessen,13.30,0.00,13.30
TXN-2023-000354,CUST-018,445.05,true,false,Delicatessen,8.90,0.00,8.90
TXN-2023-000355,CUST-018,276.45,true,false,Milk,5.53,0.00,5.53
TXN-2023-000356,CUST-018,467.68,true,false,Delicatessen,9.35,0.00,9.35
TXN-2023-000357,CUST-018,588.46,false,true,Delicatessen,11.77,5.88,17.65
TXN-2023-000358,CUST-018,439.76,false,false,Delicatessen,8.80,0.00,8.80
TXN-2023-000359,CUST-018,699.60,true,false,Grocery,13.99,0.00,13.99
TXN-2023-000360,CUST-019,1954.03,true,false,Fresh,39.08,0.00,39.08
TXN-2023-000361,CUST-019,2661.13,true,false,Fresh,66.53,0.00,66.53
TXN-2023-000362,CUST-019,2248.34,true,false,Delicatessen,56.21,0.00,56.21
TXN-2023-000363,CUST-019,2088.73,true,false,Grocery,52.22,0.00,52.22
TXN-2023-000364,CUST-019,2320.43,true,false,DetergentsPaper,58.01,0.00,58.01
TXN-2023-000365,CUST-019,5260.86,true,false,Fresh,131.52,0.00,131.52
TXN-2023-000366,CUST-019,4221.86,true,false,Grocery,105.55,0.00,105.55
TXN-2023-000367,CUST-019,4225.99,true,false,Milk,105.65,0.00,105.65
TXN-2023-000368,CUST-019,4671.88,true,false,Fresh,116.80,0.00,116.80
TXN-2023-000369,CUST-019,4874.11,true,false,Fresh,121.85,0.00,121.85
TXN-2023-000370,CUST-019,4763.00,true,false,Grocery,119.08,0.00,119.08
TXN-2023-000371,CUST-019,3889.65,true,false,Milk,97.24,0.00,97.24
TXN-2023-000372,CUST-020,901.90,true,false,Milk,18.04,0.00,18.04
TXN-2023-000373,CUST-020,228.67,true,false,Grocery,4.57,0.00,4.57
TXN-2023-000374,CUST-020,520.33,false,false,Fresh,10.41,0.00,10.41
TXN-2023-000375,CUST-020,592.44,false,false,DetergentsPaper,11.85,0.00,11.85
TXN-2023-000376,CUST-020,694.91,false,false,Grocery,13.90,0.00,13.90
TXN-2023-000377,CUST-020,508.20,false,false,Milk,10.16,0.00,10.16
TXN-2023-000378,CUST-020,998.42,true,true,Fresh,19.97,9.98,29.95
TXN-2023-000379,CUST-020,595.37,true,false,Fresh,11.91,0.00,11.91
TXN-2023-000380,CUST-020,1034.29,true,false,Fresh,20.69,0.00,20.69
TXN-2023-000381,CUST-020,575.85,false,false,Milk,11.52,0.00,11.52
TXN-2023-000382,CUST-020,941.06,false,false,Milk,18.82,0.00,18.82
TXN-2023-000383,CUST-020,736.32,true,false,Fresh,14.73,0.00,14.73
TXN-2023-000384,CUST-020,481.84,false,false,Grocery,9.64,0.00,9.64
TXN-2023-000385,CUST-020,190.48,true,false,Fresh,3.81,0.00,3.81
TXN-2023-000386,CUST-020,602.95,true,false,Grocery,12.06,0.00,12.06
TXN-2023-000387,CUST-020,812.19,true,false,Delicatessen,16.24,0.00,16.24
TXN-2023-000388,CUST-020,1013.05,true,false,Fresh,20.26,0.00,20.26
TXN-2023-000389,CUST-020,524.14,true,false,Grocery,10.48,0.00,10.48
TXN-2023-000390,CUST-020,475.65,false,false,Grocery,9.51,0.00,9.51
TXN-2023-000391,CUST-020,709.62,true,false,Grocery,14.19,0.00,14.19
TXN-2023-000392,CUST-020,667.25,false,false,Grocery,13.35,0.00,13.35
TXN-2023-000393,CUST-020,380.42,true,false,Fresh,7.61,0.00,7.61
TXN-2023-000394,CUST-020,1094.69,false,false,Grocery,21.89,0.00,21.89
TXN-2023-000395,CUST-020,1977.42,true,false,Grocery,39.55,0.00,39.55
TXN-2023-000396,CUST-020,525.23,true,false,Grocery,10.50,0.00,10.50
TXN-2023-000397,CUST-020,601.40,true,false,DetergentsPaper,12.03,0.00,12.03
TXN-2023-000398,CUST-020,514.86,true,false,DetergentsPaper,10.30,0.00,10.30
TXN-2023-000399,CUST-020,156.45,true,false,Milk,3.13,0.00,3.13
TXN-2023-000400,CUST-020,650.30,true,false,Milk,13.01,0.00,13.01
TXN-2023-000401,CUST-020,313.64,false,false,Grocery,6.27,0.00,6.27
TXN-2023-000402,CUST-020,580.71,false,false,Grocery,11.61,0.00,11.61
TXN-2023-000403,CUST-020,558.80,false,false,Grocery,11.18,0.00,11.18
TXN-2023-000404,CUST-020,759.52,false,false,Grocery,15.19,0.00,15.19
TXN-2023-000405,CUST-020,759.27,false,false,Fresh,15.19,0.00,15.19
TXN-2023-000406,CUST-020,749.36,true,false,Fresh,14.99,0.00,14.99
TXN-2023-000407,CUST-021,968.34,true,false,Fresh,19.37,0.00,19.37
TXN-2023-000408,CUST-021,4074.95,true,false,Frozen,101.87,0.00,101.87
TXN-2023-000409,CUST-021,3017.24,true,false,Fresh,75.43,0.00,75.43
TXN-2023-000410,CUST-021,1117.72,true,false,Fresh,22.35,0.00,22.35
TXN-2023-000411,CUST-021,1343.82,true,false,Fresh,26.88,0.00,26.88
TXN-2023-000412,CUST-021,3548.36,true,false,Fresh,88.71,0.00,88.71
TXN-2023-000413,CUST-021,1147.94,false,false,Fresh,22.96,0.00,22.96
TXN-2023-000414,CUST-021,2502.75,true,false,Milk,62.57,0.00,62.57
TXN-2023-000415,CUST-021,2008.89,true,false,Fresh,50.22,0.00,50.22
TXN-2023-000416,CUST-021,3470.37,true,false,Fresh,86.76,0.00,86.76
TXN-2023-000417,CUST-021,3148.73,true,false,Grocery,78.72,0.00,78.72
TXN-2023-000418,CUST-021,5766.87,true,false,Fresh,144.17,0.00,144.17
TXN-2023-000419,CUST-022,304.04,true,true,Fresh,6.08,3.04,9.12
TXN-2023-000420,CUST-022,146.78,true,false,Grocery,2.94,0.00,2.94
TXN-2023-000421,CUST-022,118.94,false,false,Grocery,2.38,0.00,2.38
TXN-2023-000422,CUST-022,229.40,true,true,Fresh,4.59,2.29,6.88
TXN-2023-000423,CUST-022,112.11,true,true,Fresh,2.24,1.12,3.36
TXN-2023-000424,CUST-022,86.90,true,false,DetergentsPaper,1.74,0.00,1.74
TXN-2023-000425,CUST-022,141.07,false,false,Fresh,2.82,0.00,2.82
TXN-2023-000426,CUST-022,277.48,true,false,Frozen,5.55,0.00,5.55
TXN-2023-000427,CUST-022,263.40,true,false,Fresh,5.27,0.00,5.27
TXN-2023-000428,CUST-022,430.64,true,false,Grocery,8.61,0.00,8.61
TXN-2023-000429,CUST-022,181.65,true,false,Fresh,3.63,0.00,3.63
TXN-2023-000430,CUST-022,478.36,false,true,Fresh,9.57,4.78,14.35
TXN-2023-000431,CUST-022,271.01,false,true,Fresh,5.42,2.71,8.13
TXN-2023-000432,CUST-022,198.60,true,false,Grocery,3.97,0.00,3.97
TXN-2023-000433,CUST-022,347.12,true,false,Fresh,6.94,0.00,6.94
TXN-2023-000434,CUST-022,319.31,true,false,Grocery,6.39,0.00,6.39
TXN-2023-000435,CUST-022,217.27,false,false,Grocery,4.35,0.00,4.35
TXN-2023-000436,CUST-022,132.47,true,false,Fresh,2.65,0.00,2.65
TXN-2023-000437,CUST-022,67.35,true,false,Fresh,1.35,0.00,1.35
TXN-2023-000438,CUST-022,231.13,true,false,Frozen,4.62,0.00,4.62
TXN-2023-000439,CUST-022,116.93,true,false,Milk,2.34,0.00,2.34
TXN-2023-000440,CUST-022,195.19,false,false,Frozen,3.90,0.00,3.90
TXN-2023-000441,CUST-022,182.02,false,false,Fresh,3.64,0.00,3.64
TXN-2023-000442,CUST-022,524.31,true,false,Fresh,10.49,0.00,10.49
TXN-2023-000443,CUST-022,239.73,true,false,Fresh,4.79,0.00,4.79
TXN-2023-000444,CUST-022,274.06,true,false,Frozen,5.48,0.00,5.48
TXN-2023-000445,CUST-022,298.10,true,false,Fresh,5.96,0.00,5.96
TXN-2023-000446,CUST-022,263.82,true,false,Fresh,5.28,0.00,5.28
TXN-2023-000447,CUST-022,177.75,true,false,Milk,3.56,0.00,3.56
TXN-2023-000448,CUST-022,169.80,false,false,Milk,3.40,0.00,3.40
TXN-2023-000449,CUST-022,266.19,false,false,Frozen,5.32,0.00,5.32
TXN-2023-000450,CUST-022,315.43,false,false,Milk,6.31,0.00,6.31
TXN-2023-000451,CUST-022,268.64,true,true,Grocery,5.37,2.69,8.06
TXN-2023-000452,CUST-022,493.60,true,false,Fresh,9.87,0.00,9.87
TXN-2023-000453,CUST-022,83.45,false,false,Fresh,1.67,0.00,1.67
TXN-2023-000454,CUST-022,273.43,true,true,Grocery,5.47,2.73,8.20
TXN-2023-000455,CUST-022,407.56,false,false,Fresh,8.15,0.00,8.15
TXN-2023-000456,CUST-022,48.84,false,false,Fresh,0.98,0.00,0.98
TXN-2023-000457,CUST-022,242.86,true,false,Fresh,4.86,0.00,4.86
TXN-2023-000458,CUST-022,181.79,false,false,Milk,3.64,0.00,3.64
TXN-2023-000459,CUST-022,365.83,false,true,Fresh,7.32,3.66,10.97
TXN-2023-000460,CUST-022,256.22,true,false,Frozen,5.12,0.00,5.12
TXN-2023-000461,CUST-022,314.67,true,false,Fresh,6.29,0.00,6.29
TXN-2023-000462,CUST-022,129.51,false,false,Fresh,2.59,0.00,2.59
TXN-2023-000463,CUST-022,235.35,false,false,Fresh,4.71,0.00,4.71
TXN-2023-000464,CUST-022,413.35,true,false,Grocery,8.27,0.00,8.27
TXN-2023-000465,CUST-022,530.64,true,false,Frozen,10.61,0.00,10.61
TXN-2023-000466,CUST-022,217.99,true,false,Fresh,4.36,0.00,4.36
TXN-2023-000467,CUST-022,263.68,true,true,Fresh,5.27,2.64,7.91
TXN-2023-000468,CUST-022,183.64,true,false,Fresh,3.67,0.00,3.67
TXN-2023-000469,CUST-022,285.57,true,false,Fresh,5.71,0.00,5.71
TXN-2023-000470,CUST-023,1482.23,false,false,Frozen,29.64,0.00,29.64
TXN-2023-000471,CUST-023,1028.73,true,false,DetergentsPaper,20.57,0.00,20.57
TXN-2023-000472,CUST-023,2153.99,false,false,Frozen,53.85,0.00,53.85
TXN-2023-000473,CUST-023,1076.87,false,true,Frozen,21.54,10.77,32.31
TXN-2023-000474,CUST-023,1086.10,true,false,Fresh,21.72,0.00,21.72
TXN-2023-000475,CUST-023,315.09,true,false,Fresh,6.30,0.00,6.30
TXN-2023-000476,CUST-023,814.30,true,false,Fresh,16.29,0.00,16.29
TXN-2023-000477,CUST-023,1506.98,true,false,Frozen,30.14,0.00,30.14
TXN-2023-000478,CUST-023,4258.68,false,false,Grocery,106.47,0.00,106.47
TXN-2023-000479,CUST-023,746.12,true,false,Fresh,14.92,0.00,14.92
TXN-2023-000480,CUST-023,1641.60,true,false,Grocery,32.83,0.00,32.83
TXN-2023-000481,CUST-023,599.29,true,false,Delicatessen,11.99,0.00,11.99
TXN-2023-000482,CUST-023,866.10,true,false,Fresh,17.32,0.00,17.32
TXN-2023-000483,CUST-023,1659.85,false,true,Fresh,33.20,16.60,49.80
TXN-2023-000484,CUST-023,711.31,false,false,Delicatessen,14.23,0.00,14.23
TXN-2023-000485,CUST-023,570.92,false,true,Grocery,11.42,5.71,17.13
TXN-2023-000486,CUST-023,638.58,false,false,Frozen,12.77,0.00,12.77
TXN-2023-000487,CUST-023,882.23,true,false,Fresh,17.64,0.00,17.64
TXN-2023-000488,CUST-023,666.24,false,false,Fresh,13.32,0.00,13.32
TXN-2023-000489,CUST-023,1190.00,true,false,Fresh,23.80,0.00,23.80
TXN-2023-000490,CUST-023,614.85,true,false,Fresh,12.30,0.00,12.30
TXN-2023-000491,CUST-023,983.91,true,false,Frozen,19.68,0.00,19.68
TXN-2023-000492,CUST-023,675.80,true,false,Grocery,13.52,0.00,13.52
TXN-2023-000493,CUST-023,811.42,true,false,Fresh,16.23,0.00,16.23
TXN-2023-000494,CUST-023,641.70,true,true,Grocery,12.83,6.42,19.25
TXN-2023-000495,CUST-023,614.23,true,false,Milk,12.28,0.00,12.28
TXN-2023-000496,CUST-023,853.17,true,false,Fresh,17.06,0.00,17.06
TXN-2023-000497,CUST-023,1271.60,true,true,Grocery,25.43,12.72,38.15
TXN-2023-000498,CUST-023,1883.05,false,false,Fresh,37.66,0.00,37.66
TXN-2023-000499,CUST-023,660.76,false,false,Grocery,13.22,0.00,13.22
TXN-2023-000500,CUST-023,296.78,true,true,Fresh,5.94,2.97,8.90
TXN-2023-000501,CUST-023,1400.10,true,false,Milk,28.00,0.00,28.00
TXN-2023-000502,CUST-023,1691.22,true,false,Fresh,33.82,0.00,33.82
TXN-2023-000503,CUST-023,815.80,false,false,Fresh,16.32,0.00,16.32
TXN-2023-000504,CUST-023,1238.12,false,false,Fresh,24.76,0.00,24.76
TXN-2023-000505,CUST-023,1046.95,false,false,Frozen,20.94,0.00,20.94
TXN-2023-000506,CUST-023,1041.67,true,false,Fresh,20.83,0.00,20.83
TXN-2023-000507,CUST-023,1842.47,false,false,Fresh,36.85,0.00,36.85
TXN-2023-000508,CUST-023,446.45,true,false,Frozen,8.93,0.00,8.93
TXN-2023-000509,CUST-023,1022.53,true,false,Fresh,20.45,0.00,20.45
TXN-2023-000510,CUST-023,1905.06,true,false,Fresh,38.10,0.00,38.10
TXN-2023-000511,CUST-023,1797.34,true,false,Fresh,35.95,0.00,35.95
TXN-2023-000512,CUST-023,1100.03,true,false,Delicatessen,22.00,0.00,22.00
TXN-2023-000513,CUST-023,1745.76,true,true,Fresh,34.92,17.46,52.37
TXN-2023-000514,CUST-023,508.23,true,false,Frozen,10.16,0.00,10.16
TXN-2023-000515,CUST-023,599.01,true,false,Frozen,11.98,0.00,11.98
TXN-2023-000516,CUST-023,1898.80,true,false,Delicatessen,37.98,0.00,37.98
TXN-2023-000517,CUST-023,483.01,true,false,Grocery,9.66,0.00,9.66
TXN-2023-000518,CUST-024,9401.03,true,false,Milk,235.03,0.00,235.03
TXN-2023-000519,CUST-024,5449.18,true,false,Milk,136.23,0.00,136.23
TXN-2023-000520,CUST-024,2824.77,true,true,Milk,70.62,28.25,98.87
TXN-2023-000521,CUST-024,4815.25,true,false,Grocery,120.38,0.00,120.38
TXN-2023-000522,CUST-024,8789.81,true,true,Milk,219.75,87.90,307.64
TXN-2023-000523,CUST-024,5440.13,true,false,Grocery,136.00,0.00,136.00
TXN-2023-000524,CUST-024,7399.64,true,false,Fresh,184.99,0.00,184.99
TXN-2023-000525,CUST-024,2814.11,true,false,Fresh,70.35,0.00,70.35
TXN-2023-000526,CUST-024,5459.45,true,false,Grocery,136.49,0.00,136.49
TXN-2023-000527,CUST-024,4198.28,true,false,Grocery,104.96,0.00,104.96
TXN-2023-000528,CUST-024,7074.77,true,false,Fresh,176.87,0.00,176.87
TXN-2023-000529,CUST-024,5976.63,true,false,Milk,149.42,0.00,149.42
TXN-2023-000530,CUST-024,6179.48,true,false,Fresh,154.49,0.00,154.49
TXN-2023-000531,CUST-024,14668.30,true,false,Delicatessen,366.71,0.00,366.71
TXN-2023-000532,CUST-024,14668.30,true,false,DetergentsPaper,366.71,0.00,366.71
TXN-2023-000533,CUST-024,5669.89,false,false,Milk,141.75,0.00,141.75
TXN-2023-000534,CUST-025,5500.03,true,false,DetergentsPaper,137.50,0.00,137.50
TXN-2023-000535,CUST-025,3270.80,true,false,Fresh,81.77,0.00,81.77
TXN-2023-000536,CUST-025,7084.75,true,false,DetergentsPaper,177.12,0.00,177.12
TXN-2023-000537,CUST-025,4603.07,true,false,Delicatessen,115.08,0.00,115.08
TXN-2023-000538,CUST-025,5114.07,false,false,Grocery,127.85,0.00,127.85
TXN-2023-000539,CUST-025,5361.12,true,false,Delicatessen,134.03,0.00,134.03
TXN-2023-000540,CUST-025,2568.44,true,false,Milk,64.21,0.00,64.21
TXN-2023-000541,CUST-025,6970.25,true,false,Fresh,174.26,0.00,174.26
TXN-2023-000542,CUST-025,4325.50,true,true,Fresh,108.14,43.26,151.39
TXN-2023-000543,CUST-025,5203.31,true,false,Fresh,130.08,0.00,130.08
TXN-2023-000544,CUST-025,6551.83,false,false,Milk,163.80,0.00,163.80
TXN-2023-000545,CUST-025,2836.83,false,false,Fresh,70.92,0.00,70.92
TXN-2023-000546,CUST-026,4208.74,true,true,Grocery,105.22,42.09,147.31
TXN-2023-000547,CUST-026,1298.55,true,false,Grocery,25.97,0.00,25.97
TXN-2023-000548,CUST-026,2484.67,true,false,Fresh,62.12,0.00,62.12
TXN-2023-000549,CUST-026,3822.26,true,false,Fresh,95.56,0.00,95.56
TXN-2023-000550,CUST-026,1757.57,true,false,Grocery,35.15,0.00,35.15
TXN-2023-000551,CUST-026,753.78,true,false,Fresh,15.08,0.00,15.08
TXN-2023-000552,CUST-026,1887.39,true,false,Fresh,37.75,0.00,37.75
TXN-2023-000553,CUST-026,2316.02,true,true,Fresh,57.90,23.16,81.06
TXN-2023-000554,CUST-026,1622.39,true,false,Fresh,32.45,0.00,32.45
TXN-2023-000555,CUST-026,2149.76,true,false,Milk,53.74,0.00,53.74
TXN-2023-000556,CUST-026,1453.26,true,false,DetergentsPaper,29.07,0.00,29.07
TXN-2023-000557,CUST-026,1775.21,true,false,Fresh,35.50,0.00,35.50
TXN-2023-000558,CUST-026,2931.07,false,false,DetergentsPaper,73.28,0.00,73.28
TXN-2023-000559,CUST-026,2494.78,true,false,Fresh,62.37,0.00,62.37
TXN-2023-000560,CUST-026,1295.54,true,false,DetergentsPaper,25.91,0.00,25.91
TXN-2023-000561,CUST-027,1023.50,true,false,Fresh,20.47,0.00,20.47
TXN-2023-000562,CUST-027,340.73,true,false,Fresh,6.81,0.00,6.81
TXN-2023-000563,CUST-027,926.27,false,true,Fresh,18.53,9.26,27.79
TXN-2023-000564,CUST-027,267.14,false,false,Fresh,5.34,0.00,5.34
TXN-2023-000565,CUST-027,281.81,true,false,Fresh,5.64,0.00,5.64
TXN-2023-000566,CUST-027,441.65,false,false,Fresh,8.83,0.00,8.83
TXN-2023-000567,CUST-027,1013.62,true,false,Fresh,20.27,0.00,20.27
TXN-2023-000568,CUST-027,231.13,true,false,Fresh,4.62,0.00,4.62
TXN-2023-000569,CUST-027,1098.72,false,false,Grocery,21.97,0.00,21.97
TXN-2023-000570,CUST-027,822.60,true,false,Fresh,16.45,0.00,16.45
TXN-2023-000571,CUST-027,198.83,false,true,Grocery,3.98,1.99,5.96
TXN-2023-000572,CUST-027,352.43,false,false,Fresh,7.05,0.00,7.05
TXN-2023-000573,CUST-027,601.19,true,false,Fresh,12.02,0.00,12.02
TXN-2023-000574,CUST-027,270.76,true,false,Fresh,5.42,0.00,5.42
TXN-2023-000575,CUST-027,457.06,true,false,Fresh,9.14,0.00,9.14
TXN-2023-000576,CUST-027,124.64,false,false,Frozen,2.49,0.00,2.49
TXN-2023-000577,CUST-027,528.78,false,false,Fresh,10.58,0.00,10.58
TXN-2023-000578,CUST-027,284.18,true,false,Grocery,5.68,0.00,5.68
TXN-2023-000579,CUST-027,585.02,true,false,Fresh,11.70,0.00,11.70
TXN-2023-000580,CUST-027,546.15,true,false,Fresh,10.92,0.00,10.92
TXN-2023-000581,CUST-027,437.04,false,false,Fresh,8.74,0.00,8.74
TXN-2023-000582,CUST-027,330.06,true,false,DetergentsPaper,6.60,0.00,6.60
TXN-2023-000583,CUST-027,382.66,true,false,Grocery,7.65,0.00,7.65
TXN-2023-000584,CUST-027,299.13,true,false,Delicatessen,5.98,0.00,5.98
TXN-2023-000585,CUST-027,472.28,false,true,Fresh,9.45,4.72,14.17
TXN-2023-000586,CUST-027,466.79,false,false,Grocery,9.34,0.00,9.34
TXN-2023-000587,CUST-027,399.55,true,false,Fresh,7.99,0.00,7.99
TXN-2023-000588,CUST-027,373.73,true,false,Fresh,7.47,0.00,7.47
TXN-2023-000589,CUST-027,449.20,true,false,Fresh,8.98,0.00,8.98
TXN-2023-000590,CUST-027,697.14,true,false,Grocery,13.94,0.00,13.94
TXN-2023-000591,CUST-027,396.67,false,false,Fresh,7.93,0.00,7.93
TXN-2023-000592,CUST-027,240.49,false,false,Milk,4.81,0.00,4.81
TXN-2023-000593,CUST-027,340.86,true,false,Fresh,6.82,0.00,6.82
TXN-2023-000594,CUST-027,812.19,true,false,Fresh,16.24,0.00,16.24
TXN-2023-000595,CUST-027,505.51,false,false,Fresh,10.11,0.00,10.11
TXN-2023-000596,CUST-027,374.37,true,false,Frozen,7.49,0.00,7.49
TXN-2023-000597,CUST-027,572.12,true,false,Frozen,11.44,0.00,11.44
TXN-2023-000598,CUST-028,397.66,true,false,Fresh,7.95,0.00,7.95
TXN-2023-000599,CUST-028,234.31,true,false,Fresh,4.69,0.00,4.69
TXN-2023-000600,CUST-028,400.05,true,false,Fresh,8.00,0.00,8.00
TXN-2023-000601,CUST-028,399.43,true,false,Fresh,7.99,0.00,7.99
TXN-2023-000602,CUST-028,486.25,false,false,Grocery,9.73,0.00,9.73
TXN-2023-000603,CUST-028,781.55,false,false,Grocery,15.63,0.00,15.63
TXN-2023-000604,CUST-028,488.73,true,true,Delicatessen,9.77,4.89,14.66
TXN-2023-000605,CUST-028,152.80,true,false,Fresh,3.06,0.00,3.06
TXN-2023-000606,CUST-028,362.88,true,false,Fresh,7.26,0.00,7.26
TXN-2023-000607,CUST-028,732.42,true,false,Fresh,14.65,0.00,14.65
TXN-2023-000608,CUST-028,405.57,true,false,Fresh,8.11,0.00,8.11
TXN-2023-000609,CUST-028,252.06,true,false,Fresh,5.04,0.00,5.04
TXN-2023-000610,CUST-028,838.88,false,false,Fresh,16.78,0.00,16.78
TXN-2023-000611,CUST-028,278.17,false,false,Fresh,5.56,0.00,5.56
TXN-2023-000612,CUST-028,490.59,false,false,Fresh,9.81,0.00,9.81
TXN-2023-000613,CUST-028,187.53,true,false,Fresh,3.75,0.00,3.75
TXN-2023-000614,CUST-028,522.36,false,false,Fresh,10.45,0.00,10.45
TXN-2023-000615,CUST-028,412.70,false,false,Fresh,8.25,0.00,8.25
TXN-2023-000616,CUST-028,709.43,true,false,Fresh,14.19,0.00,14.19
TXN-2023-000617,CUST-028,599.03,false,false,Fresh,11.98,0.00,11.98
TXN-2023-000618,CUST-028,847.69,false,true,Fresh,16.95,8.48,25.43
TXN-2023-000619,CUST-028,724.25,true,false,Grocery,14.49,0.00,14.49
TXN-2023-000620,CUST-028,594.64,true,false,Fresh,11.89,0.00,11.89
TXN-2023-000621,CUST-028,696.05,true,false,Fresh,13.92,0.00,13.92
TXN-2023-000622,CUST-028,491.61,true,true,Grocery,9.83,4.92,14.75
TXN-2023-000623,CUST-028,355.94,true,false,Fresh,7.12,0.00,7.12
TXN-2023-000624,CUST-028,366.03,false,false,Fresh,7.32,0.00,7.32
TXN-2023-000625,CUST-028,167.25,true,true,Fresh,3.35,1.67,5.02
TXN-2023-000626,CUST-028,455.11,true,false,Frozen,9.10,0.00,9.10
TXN-2023-000627,CUST-028,723.23,false,false,Fresh,14.46,0.00,14.46
TXN-2023-000628,CUST-028,1316.61,false,false,Fresh,26.33,0.00,26.33
TXN-2023-000629,CUST-028,455.26,true,true,Fresh,9.11,4.55,13.66
TXN-2023-000630,CUST-028,262.63,false,false,Fresh,5.25,0.00,5.25
TXN-2023-000631,CUST-028,499.14,false,true,Milk,9.98,4.99,14.97
TXN-2023-000632,CUST-028,377.28,true,true,Frozen,7.55,3.77,11.32
TXN-2023-000633,CUST-028,171.50,false,false,Fresh,3.43,0.00,3.43
TXN-2023-000634,CUST-028,451.29,true,true,Fresh,9.03,4.51,13.54
TXN-2023-000635,CUST-028,271.49,false,true,Frozen,5.43,2.71,8.14
TXN-2023-000636,CUST-028,240.59,true,false,Fresh,4.81,0.00,4.81
TXN-2023-000637,CUST-028,627.01,true,false,Fresh,12.54,0.00,12.54
TXN-2023-000638,CUST-029,3435.47,true,false,Grocery,85.89,0.00,85.89
TXN-2023-000639,CUST-029,9146.32,true,false,Milk,228.66,0.00,228.66
TXN-2023-000640,CUST-029,2788.08,true,false,Grocery,69.70,0.00,69.70
TXN-2023-000641,CUST-029,2261.50,true,false,Milk,56.54,0.00,56.54
TXN-2023-000642,CUST-029,5226.23,true,false,Grocery,130.66,0.00,130.66
TXN-2023-000643,CUST-029,4873.91,true,false,Grocery,121.85,0.00,121.85
TXN-2023-000644,CUST-029,1923.44,true,false,Fresh,38.47,0.00,38.47
TXN-2023-000645,CUST-029,2084.75,true,true,DetergentsPaper,52.12,20.85,72.97
TXN-2023-000646,CUST-029,3108.04,true,false,Milk,77.70,0.00,77.70
TXN-2023-000647,CUST-029,3302.23,true,false,Milk,82.56,0.00,82.56
TXN-2023-000648,CUST-029,2538.61,true,false,DetergentsPaper,63.47,0.00,63.47
TXN-2023-000649,CUST-029,5780.55,true,false,Grocery,144.51,0.00,144.51
TXN-2023-000650,CUST-029,1006.35,true,false,Milk,20.13,0.00,20.13
TXN-2023-000651,CUST-029,5387.64,true,false,Milk,134.69,0.00,134.69
TXN-2023-000652,CUST-029,8165.10,false,false,Milk,204.13,0.00,204.13
TXN-2023-000653,CUST-029,1848.19,true,false,Grocery,36.96,0.00,36.96
TXN-2023-000654,CUST-029,2645.60,true,false,Milk,66.14,0.00,66.14
TXN-2023-000655,CUST-030,1632.26,false,false,Fresh,32.65,0.00,32.65
TXN-2023-000656,CUST-030,1418.50,true,false,Fresh,28.37,0.00,28.37
TXN-2023-000657,CUST-030,1776.90,true,false,Grocery,35.54,0.00,35.54
TXN-2023-000658,CUST-030,1070.54,true,true,Fresh,21.41,10.71,32.12
TXN-2023-000659,CUST-030,1519.22,false,false,Fresh,30.38,0.00,30.38
TXN-2023-000660,CUST-030,1146.12,true,false,Fresh,22.92,0.00,22.92
TXN-2023-000661,CUST-030,850.57,true,false,Fresh,17.01,0.00,17.01
TXN-2023-000662,CUST-030,896.34,false,true,Fresh,17.93,8.96,26.89
