TransactionID,CustomerID,ProductCategory,OrderIntensity,IsCustomOrder,Quantity,NumberOfLineItems,OrderWeight_kg,TransactionAmount_EUR,PickPackCost_EUR,ReceivingCost_EUR,PutawayCost_EUR,StorageCost_EUR,IndirectLaborCost_EUR,InboundTransportCost_EUR,ShrinkageCost_EUR,ReturnsCost_EUR,EquipmentTechCost_EUR,ColdChainMultiplier,ServiceCostMultiplier,TotalWarehouseOperationsCost_EUR,CostPerUnit_EUR
TXN-2023-000148,CUST-009,DetergentsPaper,Medium,False,12,5,12.19,309.96,27.5,5.0,7.8,1.46,6.04,10.0,1.55,1.55,2.39,1.0,1.2,75.96,6.33
TXN-2023-000149,CUST-009,Fresh,Low,False,15,1,39.67,377.55,7.5,5.0,9.75,11.9,3.34,10.0,18.88,11.33,1.87,1.5,1.0,119.35,7.96
TXN-2023-000150,CUST-009,Delicatessen,Low,False,15,1,9.2,384.93,7.0,5.0,9.75,2.94,3.26,10.0,30.79,19.25,1.4,1.5,1.0,134.09,8.94
TXN-2023-000151,CUST-009,Milk,Low,False,16,2,14.04,407.61,13.0,5.0,10.4,4.91,4.26,10.0,12.23,8.15,1.88,1.5,1.0,104.75,6.55
TXN-2023-000152,CUST-009,Fresh,Low,False,23,5,60.82,584.55,37.5,5.0,14.95,18.25,8.62,10.0,29.23,17.54,4.22,1.5,1.0,217.94,9.48
TXN-2023-000153,CUST-009,Milk,High,False,16,3,14.04,421.68,19.5,5.0,10.4,9.83,5.23,10.0,12.65,8.43,2.5,1.5,1.8,225.58,14.1
TXN-2023-000154,CUST-009,Frozen,Medium,False,16,1,24.93,421.98,6.5,5.0,10.4,14.96,3.28,10.0,8.44,8.44,2.01,1.0,1.5,103.55,6.47
TXN-2023-000155,CUST-009,Milk,Medium,False,49,3,43.0,1243.42,19.5,5.0,31.85,22.58,8.45,10.0,37.3,24.87,4.37,1.5,1.2,295.05,6.02
TXN-2023-000156,CUST-009,Fresh,Medium,False,19,4,50.25,492.81,30.0,5.0,12.35,22.61,7.1,10.0,24.64,14.78,3.85,1.5,1.5,293.27,15.44
TXN-2023-000157,CUST-009,Grocery,Low,False,8,2,37.91,205.92,12.0,5.0,5.2,3.79,3.33,10.0,2.06,2.06,1.47,1.0,1.0,44.91,5.61
TXN-2023-000158,CUST-009,Grocery,Low,False,21,4,99.52,534.11,24.0,5.0,13.65,9.95,6.4,10.0,5.34,5.34,2.95,1.0,1.0,82.63,3.93
TXN-2023-000159,CUST-009,Fresh,Low,False,9,5,23.8,246.87,37.5,5.0,5.85,7.14,7.25,10.0,12.34,7.41,3.14,1.5,1.0,143.44,15.94
TXN-2023-000160,CUST-009,DetergentsPaper,Medium,False,31,5,31.48,787.65,27.5,5.0,20.15,3.78,7.9,10.0,3.94,3.94,3.22,1.0,1.3,111.04,3.58
TXN-2023-000161,CUST-009,Grocery,Low,False,34,5,161.13,855.92,30.0,5.0,22.1,16.11,8.56,10.0,8.56,8.56,4.09,1.0,1.0,112.99,3.32
TXN-2023-000162,CUST-009,Grocery,Medium,False,6,4,28.44,160.43,24.0,5.0,3.9,4.27,4.93,10.0,1.6,1.6,2.11,1.0,1.5,86.12,14.35
TXN-2023-000163,CUST-009,Grocery,Low,False,18,2,85.31,453.86,12.0,5.0,11.7,8.53,4.31,10.0,4.54,4.54,2.08,1.0,1.0,62.69,3.48
TXN-2023-000164,CUST-009,Fresh,Low,False,33,2,87.27,832.46,15.0,5.0,21.45,26.18,6.22,10.0,41.62,24.97,3.69,1.5,1.0,231.21,7.01
TXN-2023-000165,CUST-009,DetergentsPaper,Low,False,27,5,27.42,696.46,27.5,5.0,17.55,2.19,7.51,10.0,3.48,3.48,2.99,1.0,1.0,79.7,2.95
TXN-2023-000166,CUST-009,Fresh,Low,False,7,1,18.51,197.81,7.5,5.0,4.55,5.55,2.56,10.0,9.89,5.93,1.26,1.5,1.0,78.37,11.2
TXN-2023-000167,CUST-009,Grocery,Low,False,8,3,37.91,211.74,18.0,5.0,5.2,3.79,4.23,10.0,2.12,2.12,1.81,1.0,1.0,52.27,6.53
TXN-2023-000168,CUST-009,Grocery,Medium,False,22,3,104.26,557.15,18.0,5.0,14.3,15.64,5.59,10.0,5.57,5.57,2.93,1.0,1.2,99.12,4.51
TXN-2023-000169,CUST-009,Milk,High,False,18,3,15.8,472.56,19.5,5.0,11.7,11.06,5.43,10.0,14.18,9.45,2.63,1.5,1.8,240.17,13.34
TXN-2023-000170,CUST-009,Delicatessen,Medium,False,16,1,9.82,411.64,7.0,5.0,10.4,4.71,3.36,10.0,32.93,20.58,1.52,1.5,1.5,214.89,13.43
TXN-2023-000171,CUST-009,Fresh,Low,False,22,2,58.18,572.8,15.0,5.0,14.3,17.45,5.14,10.0,28.64,17.18,2.84,1.5,1.0,173.35,7.88
TXN-2023-000172,CUST-009,DetergentsPaper,Medium,False,15,4,15.23,381.51,22.0,5.0,9.75,1.83,5.51,10.0,1.91,1.91,2.2,1.0,1.5,90.17,6.01
TXN-2023-000173,CUST-009,Grocery,Medium,False,12,3,56.87,321.0,18.0,5.0,7.8,8.53,4.62,10.0,3.21,3.21,2.2,1.0,1.5,93.85,7.82
TXN-2023-000174,CUST-009,Grocery,High,False,33,2,156.39,841.14,12.0,5.0,21.45,31.28,5.77,10.0,8.41,8.41,3.77,1.0,1.8,190.97,5.79
TXN-2023-000175,CUST-009,Grocery,Low,False,52,4,246.44,1312.3,24.0,5.0,33.8,24.64,9.42,10.0,13.12,13.12,4.84,1.0,1.0,137.95,2.65
TXN-2023-000176,CUST-009,Fresh,Low,False,13,3,34.38,346.77,22.5,5.0,8.45,10.31,5.39,10.0,17.34,10.4,2.58,1.5,1.0,137.97,10.61
TXN-2023-000177,CUST-009,Fresh,Low,False,11,4,29.09,277.85,30.0,5.0,7.15,8.73,6.32,10.0,13.89,8.34,2.86,1.5,1.0,138.43,12.58
TXN-2023-000178,CUST-009,Grocery,Medium,False,15,4,71.09,376.04,24.0,5.0,9.75,10.66,5.81,10.0,3.76,3.76,2.76,1.0,1.5,113.26,7.55
TXN-2023-000179,CUST-009,Fresh,Medium,False,19,5,50.25,479.9,37.5,5.0,12.35,22.61,8.23,10.0,24.0,14.4,4.28,1.5,1.5,311.32,16.39
TXN-2023-000180,CUST-009,Fresh,Medium,False,5,5,13.22,146.57,37.5,5.0,3.25,5.95,6.86,10.0,7.33,4.4,2.93,1.5,1.5,187.24,37.45
TXN-2023-000181,CUST-009,Fresh,Low,False,13,5,34.38,336.97,37.5,5.0,8.45,10.31,7.64,10.0,16.85,10.11,3.45,1.5,1.0,163.96,12.61
TXN-2023-000182,CUST-009,Milk,Medium,False,14,1,12.29,361.11,6.5,5.0,9.1,6.45,3.09,10.0,10.83,7.22,1.51,1.5,1.5,134.33,9.6
TXN-2023-000183,CUST-010,DetergentsPaper,Low,False,193,3,196.01,4843.15,16.5,5.0,125.45,15.68,22.04,10.0,24.22,24.22,9.23,1.0,1.0,252.34,1.31
TXN-2023-000184,CUST-010,Grocery,Low,False,141,1,668.22,3541.49,6.0,5.0,91.65,66.82,15.4,10.0,35.41,35.41,9.24,1.0,1.0,274.94,1.95
TXN-2023-000185,CUST-010,Milk,Low,False,101,5,88.64,2534.66,32.5,5.0,65.65,31.02,15.47,10.0,76.04,50.69,7.48,1.5,1.0,440.79,4.36
TXN-2023-000186,CUST-010,Milk,Low,False,32,5,28.08,822.83,32.5,5.0,20.8,9.83,8.74,10.0,24.68,16.46,3.84,1.5,1.0,197.79,6.18
TXN-2023-000187,CUST-010,Fresh,Low,False,79,3,208.92,1996.26,22.5,5.0,51.35,62.68,11.83,10.0,99.81,59.89,7.67,1.5,1.0,496.08,6.28
TXN-2023-000188,CUST-010,Fresh,Medium,False,87,3,230.08,2187.58,22.5,5.0,56.55,103.53,12.61,10.0,109.38,65.63,10.01,1.5,1.2,711.37,8.18
TXN-2023-000189,CUST-010,DetergentsPaper,Low,False,125,1,126.95,3132.79,5.5,5.0,81.25,10.16,13.76,10.0,15.66,15.66,5.78,1.0,1.0,162.78,1.3
TXN-2023-000190,CUST-010,Grocery,Medium,False,56,4,265.39,1400.02,24.0,5.0,36.4,39.81,9.81,10.0,14.0,14.0,5.75,1.0,1.2,190.52,3.4
TXN-2023-000191,CUST-010,Grocery,Low,False,71,1,336.48,1784.5,6.0,5.0,46.15,33.65,8.57,10.0,17.84,17.84,4.97,1.0,1.0,150.03,2.11
TXN-2023-000192,CUST-010,Grocery,Low,False,73,4,345.96,1828.28,24.0,5.0,47.45,34.6,11.47,10.0,18.28,18.28,6.13,1.0,1.0,175.2,2.4
TXN-2023-000193,CUST-010,Milk,Low,False,213,3,186.93,5347.96,19.5,5.0,138.45,65.43,24.44,10.0,160.44,106.96,12.64,1.5,1.0,814.28,3.82
TXN-2023-000194,CUST-010,Frozen,Low,False,182,4,283.6,4560.53,26.0,5.0,118.3,113.44,22.39,10.0,91.21,91.21,14.26,1.0,1.0,491.81,2.7
TXN-2023-000195,CUST-010,Grocery,Low,False,226,5,1071.06,5651.14,30.0,5.0,146.9,107.11,27.29,10.0,56.51,56.51,15.81,1.0,1.0,455.13,2.01
TXN-2023-000196,CUST-010,Grocery,Low,False,109,1,516.57,2731.44,6.0,5.0,70.85,51.66,12.28,10.0,27.31,27.31,7.29,1.0,1.0,217.7,2.0
TXN-2023-000197,CUST-010,Delicatessen,Medium,False,171,2,104.91,4299.36,14.0,5.0,111.15,50.36,19.52,10.0,343.95,214.97,10.0,1.5,1.3,1518.95,8.88
TXN-2023-000198,CUST-011,Grocery,Medium,False,105,2,497.61,2631.1,12.0,5.0,68.25,74.64,12.79,10.0,26.31,26.31,8.63,1.0,1.2,292.72,2.79
TXN-2023-000199,CUST-011,Milk,Low,False,36,5,31.59,913.72,32.5,5.0,23.4,11.06,9.13,10.0,27.41,18.27,4.05,1.5,1.0,211.25,5.87
TXN-2023-000200,CUST-011,Frozen,Medium,False,69,4,107.52,1735.9,26.0,5.0,44.85,64.51,11.38,10.0,34.72,34.72,7.59,1.0,1.2,286.51,4.15
TXN-2023-000201,CUST-011,Grocery,Low,False,30,5,142.18,762.15,30.0,5.0,19.5,14.22,8.17,10.0,7.62,7.62,3.84,1.0,1.0,105.98,3.53
TXN-2023-000202,CUST-011,Grocery,Low,False,57,4,270.13,1431.66,24.0,5.0,37.05,27.01,9.91,10.0,14.32,14.32,5.15,1.0,1.0,146.75,2.57
TXN-2023-000203,CUST-011,Milk,Low,False,130,2,114.09,3273.48,13.0,5.0,84.5,39.93,15.38,10.0,98.2,65.47,7.89,1.5,1.0,509.06,3.92
TXN-2023-000204,CUST-011,DetergentsPaper,Low,False,62,2,62.97,1554.02,11.0,5.0,40.3,5.04,8.45,10.0,7.77,7.77,3.49,1.0,1.0,98.81,1.59
TXN-2023-000205,CUST-011,Milk,Medium,False,110,2,96.54,2751.6,13.0,5.0,71.5,50.68,13.42,10.0,82.55,55.03,7.68,1.5,1.2,555.96,5.05
TXN-2023-000206,CUST-011,DetergentsPaper,Low,False,39,4,39.61,991.76,22.0,5.0,25.35,3.17,7.85,10.0,4.96,4.96,3.17,1.0,1.0,86.46,2.22
TXN-2023-000207,CUST-011,Frozen,Low,False,66,1,102.84,1670.95,6.5,5.0,42.9,41.14,8.16,10.0,33.42,33.42,5.18,1.0,1.0,185.72,2.81
TXN-2023-000208,CUST-011,Grocery,Low,False,66,1,312.79,1670.45,6.0,5.0,42.9,31.28,8.08,10.0,16.7,16.7,4.66,1.0,1.0,141.34,2.14
TXN-2023-000209,CUST-011,Grocery,Low,False,121,3,573.44,3038.19,18.0,5.0,78.65,57.34,15.25,10.0,30.38,30.38,8.71,1.0,1.0,253.72,2.1
TXN-2023-000210,CUST-011,Grocery,Low,False,146,2,691.92,3665.53,12.0,5.0,94.9,69.19,16.79,10.0,36.66,36.66,9.89,1.0,1.0,291.08,1.99
TXN-2023-000211,CUST-011,Grocery,Low,False,113,1,535.53,2832.97,6.0,5.0,73.45,53.55,12.67,10.0,28.33,28.33,7.53,1.0,1.0,224.86,1.99
TXN-2023-000212,CUST-011,Frozen,Low,False,129,4,201.01,3231.26,26.0,5.0,83.85,80.41,17.23,10.0,64.63,64.63,10.62,1.0,1.0,362.36,2.81
TXN-2023-000213,CUST-011,Milk,Low,False,68,2,59.68,1709.27,13.0,5.0,44.2,20.89,9.33,10.0,51.28,34.19,4.62,1.5,1.0,288.75,4.25
TXN-2023-000214,CUST-012,Fresh,Low,False,65,5,171.9,1646.45,37.5,5.0,42.25,51.57,12.71,10.0,82.32,49.39,7.45,1.5,1.0,447.3,6.88
TXN-2023-000215,CUST-012,Fresh,Low,False,69,2,182.47,1736.94,15.0,5.0,44.85,54.74,9.73,10.0,86.85,52.11,6.47,1.5,1.0,427.11,6.19
TXN-2023-000216,CUST-012,Grocery,Low,False,55,3,260.66,1384.4,18.0,5.0,35.75,26.07,8.81,10.0,13.84,13.84,4.68,1.0,1.0,136.0,2.47
TXN-2023-000217,CUST-012,Fresh,Low,False,24,1,63.47,602.55,7.5,5.0,15.6,19.04,4.21,10.0,30.13,18.08,2.57,1.5,1.0,168.19,7.01
TXN-2023-000218,CUST-012,Fresh,Low,False,59,1,156.03,1483.26,7.5,5.0,38.35,46.81,7.63,10.0,74.16,44.5,5.26,1.5,1.0,358.82,6.08
TXN-2023-000219,CUST-012,Fresh,Low,False,81,5,214.21,2026.43,37.5,5.0,52.65,64.26,14.27,10.0,101.32,60.79,8.68,1.5,1.0,531.73,6.56
TXN-2023-000220,CUST-012,Fresh,Low,False,18,1,47.6,456.53,7.5,5.0,11.7,14.28,3.63,10.0,22.83,13.7,2.11,1.5,1.0,136.11,7.56
TXN-2023-000221,CUST-012,Fresh,Low,False,59,4,156.03,1489.54,30.0,5.0,38.35,46.81,11.0,10.0,74.48,44.69,6.56,1.5,1.0,400.32,6.79
TXN-2023-000222,CUST-012,Grocery,Low,False,94,3,445.48,2354.52,18.0,5.0,61.1,44.55,12.61,10.0,23.55,23.55,7.06,1.0,1.0,205.42,2.19
TXN-2023-000223,CUST-012,Fresh,Low,False,86,4,227.43,2153.45,30.0,5.0,55.9,68.23,13.63,10.0,107.67,64.6,8.64,1.5,1.0,545.52,6.34
TXN-2023-000224,CUST-012,Fresh,Low,False,50,3,132.23,1257.19,22.5,5.0,32.5,39.67,9.0,10.0,62.86,37.72,5.43,1.5,1.0,337.02,6.74
TXN-2023-000225,CUST-012,Milk,Low,False,48,1,42.12,1200.11,6.5,5.0,31.2,14.74,6.41,10.0,36.0,24.0,3.19,1.5,1.0,205.57,4.28
TXN-2023-000226,CUST-012,Grocery,Low,False,66,2,312.79,1656.65,12.0,5.0,42.9,31.28,8.98,10.0,16.57,16.57,5.01,1.0,1.0,148.3,2.25
TXN-2023-000227,CUST-012,Fresh,Low,False,29,3,76.69,740.9,22.5,5.0,18.85,23.01,6.95,10.0,37.05,22.23,3.82,1.5,1.0,224.1,7.73
TXN-2023-000228,CUST-012,Fresh,Low,False,42,5,111.07,1070.08,37.5,5.0,27.3,33.32,10.47,10.0,53.5,32.1,5.68,1.5,1.0,322.32,7.67
TXN-2023-000229,CUST-013,Grocery,Low,False,271,4,1284.32,6786.7,24.0,5.0,176.15,128.43,30.77,10.0,67.87,67.87,18.22,1.0,1.0,528.31,1.95
TXN-2023-000230,CUST-013,Fresh,Medium,False,69,4,182.47,1747.59,30.0,5.0,44.85,82.11,11.98,10.0,87.38,52.43,8.7,1.5,1.3,648.27,9.4
TXN-2023-000231,CUST-013,Milk,Low,False,103,1,90.39,2597.33,6.5,5.0,66.95,31.64,11.77,10.0,77.92,51.95,6.09,1.5,1.0,401.72,3.9
TXN-2023-000232,CUST-013,Grocery,Low,False,154,1,729.83,3860.25,6.0,5.0,100.1,72.98,16.66,10.0,38.6,38.6,10.04,1.0,1.0,297.99,1.94
TXN-2023-000233,CUST-013,Fresh,Low,False,77,2,203.63,1937.35,15.0,5.0,50.05,61.09,10.51,10.0,96.87,58.12,7.08,1.5,1.0,470.58,6.11
TXN-2023-000234,CUST-013,Milk,Low,False,229,3,200.97,5731.69,19.5,5.0,148.85,70.34,26.0,10.0,171.95,114.63,13.48,1.5,1.0,869.64,3.8
TXN-2023-000235,CUST-013,Milk,Low,False,87,3,76.35,2195.39,19.5,5.0,56.55,26.72,12.16,10.0,65.86,43.91,6.0,1.5,1.0,368.54,4.24
TXN-2023-000236,CUST-013,Fresh,Low,False,219,1,579.16,5476.64,7.5,5.0,142.35,173.75,23.23,10.0,273.83,164.3,17.59,1.5,1.0,1226.32,5.6
TXN-2023-000237,CUST-013,Milk,Low,False,71,3,62.31,1793.57,19.5,5.0,46.15,21.81,10.6,10.0,53.81,35.87,5.15,1.5,1.0,311.83,4.39
TXN-2023-000238,CUST-013,Fresh,Low,False,78,3,206.27,1952.64,22.5,5.0,50.7,61.88,11.73,10.0,97.63,58.58,7.59,1.5,1.0,488.42,6.26
TXN-2023-000239,CUST-013,Grocery,Low,False,133,1,630.31,3332.61,6.0,5.0,86.45,63.03,14.62,10.0,33.33,33.33,8.75,1.0,1.0,260.51,1.96
TXN-2023-000240,CUST-013,Milk,Low,False,360,5,315.94,9001.76,32.5,5.0,234.0,110.58,40.73,10.0,270.05,180.04,21.14,1.5,1.0,1356.05,3.77
TXN-2023-000241,CUST-013,Fresh,Medium,False,200,5,528.91,5018.68,37.5,5.0,130.0,238.01,25.88,10.0,250.93,150.56,21.82,1.5,1.5,1956.82,9.78
TXN-2023-000242,CUST-013,Grocery,Low,False,157,4,744.05,3943.25,24.0,5.0,102.05,74.41,19.66,10.0,39.43,39.43,11.26,1.0,1.0,325.23,2.07
TXN-2023-000243,CUST-013,Grocery,Medium,False,92,5,436.0,2313.26,30.0,5.0,59.8,65.4,14.22,10.0,23.13,23.13,8.72,1.0,1.5,359.11,3.9
TXN-2023-000244,CUST-013,Milk,Low,False,208,2,182.54,5200.27,13.0,5.0,135.2,63.89,22.98,10.0,156.01,104.01,12.0,1.5,1.0,783.13,3.77
TXN-2023-000245,CUST-014,Milk,Low,False,46,3,40.37,1165.81,19.5,5.0,29.9,14.13,8.16,10.0,34.97,23.32,3.83,1.5,1.0,223.22,4.85
TXN-2023-000246,CUST-014,Fresh,Medium,False,153,5,404.62,3828.24,37.5,5.0,99.45,182.08,21.29,10.0,191.41,114.85,17.27,1.5,1.3,1323.75,8.65
TXN-2023-000247,CUST-014,Fresh,Low,False,74,5,195.7,1858.05,37.5,5.0,48.1,58.71,13.59,10.0,92.9,55.74,8.14,1.5,1.0,494.53,6.68
TXN-2023-000248,CUST-014,Grocery,Low,False,80,5,379.13,2005.49,30.0,5.0,52.0,37.91,13.05,10.0,20.05,20.05,6.9,1.0,1.0,194.97,2.44
TXN-2023-000249,CUST-014,DetergentsPaper,Low,False,67,4,68.05,1676.1,22.0,5.0,43.55,5.44,10.58,10.0,8.38,8.38,4.33,1.0,1.0,117.67,1.76
TXN-2023-000250,CUST-014,Fresh,Low,False,74,2,195.7,1861.02,15.0,5.0,48.1,58.71,10.21,10.0,93.05,55.83,6.85,1.5,1.0,454.14,6.14
TXN-2023-000251,CUST-014,DetergentsPaper,Low,False,68,2,69.06,1707.19,11.0,5.0,44.2,5.52,9.03,10.0,8.54,8.54,3.74,1.0,1.0,105.56,1.55
TXN-2023-000252,CUST-014,Fresh,Low,False,67,5,177.18,1698.44,37.5,5.0,43.55,53.16,12.91,10.0,84.92,50.95,7.61,1.5,1.0,458.39,6.84
TXN-2023-000253,CUST-014,Grocery,Medium,False,126,1,597.14,3161.72,6.0,5.0,81.9,89.57,13.94,10.0,31.62,31.62,9.82,1.0,1.5,419.19,3.33
TXN-2023-000254,CUST-014,Milk,High,False,295,5,258.89,7388.8,32.5,5.0,191.75,181.22,34.39,10.0,221.66,147.78,22.24,1.5,1.8,2285.67,7.75
TXN-2023-000255,CUST-014,Fresh,Medium,False,152,3,401.97,3818.64,22.5,5.0,98.8,180.89,18.95,10.0,190.93,114.56,16.31,1.5,1.5,1480.34,9.74
TXN-2023-000256,CUST-014,Milk,Low,False,137,4,120.23,3449.18,26.0,5.0,89.05,42.08,18.01,10.0,103.48,68.98,9.01,1.5,1.0,557.41,4.07
TXN-2023-000257,CUST-014,Fresh,Low,False,49,2,129.58,1243.48,15.0,5.0,31.85,38.87,7.78,10.0,62.17,37.3,4.93,1.5,1.0,319.36,6.52
TXN-2023-000258,CUST-014,Fresh,Low,False,88,4,232.72,2201.13,30.0,5.0,57.2,69.82,13.83,10.0,110.06,66.03,8.79,1.5,1.0,556.09,6.32
TXN-2023-000259,CUST-014,Fresh,Medium,False,37,2,97.85,931.8,15.0,5.0,24.05,44.03,6.61,10.0,46.59,27.95,4.73,1.5,1.5,413.93,11.19
TXN-2023-000260,CUST-014,Grocery,Low,False,295,2,1398.06,7388.8,12.0,5.0,191.75,139.81,31.31,10.0,73.89,73.89,18.99,1.0,1.0,556.64,1.89
TXN-2023-000261,CUST-014,Fresh,Low,False,152,2,401.97,3821.62,15.0,5.0,98.8,120.59,17.82,10.0,191.08,114.65,12.86,1.5,1.0,878.7,5.78
TXN-2023-000262,CUST-014,Fresh,Low,False,144,2,380.81,3605.47,15.0,5.0,93.6,114.24,17.04,10.0,180.27,108.16,12.24,1.5,1.0,833.35,5.79
TXN-2023-000263,CUST-015,Grocery,Low,False,231,1,1094.75,5786.69,6.0,5.0,150.15,109.48,24.17,10.0,57.87,57.87,14.74,1.0,1.0,435.27,1.88
TXN-2023-000264,CUST-015,Grocery,Low,False,51,3,241.7,1297.84,18.0,5.0,33.15,24.17,8.42,10.0,12.98,12.98,4.44,1.0,1.0,129.14,2.53
TXN-2023-000265,CUST-015,Grocery,Low,False,116,3,549.75,2914.6,18.0,5.0,75.4,54.97,14.76,10.0,29.15,29.15,8.41,1.0,1.0,244.83,2.11
TXN-2023-000266,CUST-015,Milk,Low,False,102,5,89.52,2573.48,32.5,5.0,66.3,31.33,15.57,10.0,77.2,51.47,7.54,1.5,1.0,445.36,4.37
TXN-2023-000267,CUST-015,Fresh,Low,False,175,2,462.8,4389.27,15.0,5.0,113.75,138.84,20.06,10.0,219.46,131.68,14.63,1.5,1.0,1002.64,5.73
TXN-2023-000268,CUST-015,Delicatessen,Low,False,226,3,138.65,5659.45,21.0,5.0,146.9,44.37,25.93,10.0,452.76,282.97,12.16,1.5,1.0,1501.64,6.64
TXN-2023-000269,CUST-015,Grocery,Low,False,175,3,829.36,4382.07,18.0,5.0,113.75,82.94,20.51,10.0,43.82,43.82,12.01,1.0,1.0,349.85,2.0
TXN-2023-000270,CUST-015,Milk,Medium,False,171,2,150.07,4299.11,13.0,5.0,111.15,78.79,19.37,10.0,128.97,85.98,11.37,1.5,1.3,904.08,5.29
TXN-2023-000271,CUST-015,Grocery,Low,False,436,5,2066.28,10912.75,30.0,5.0,283.4,206.63,47.76,10.0,109.13,109.13,28.64,1.0,1.0,829.68,1.9
TXN-2023-000272,CUST-015,Milk,Low,False,212,3,186.05,5311.09,19.5,5.0,137.8,65.12,24.35,10.0,159.33,106.22,12.59,1.5,1.0,809.86,3.82
TXN-2023-000273,CUST-015,Grocery,Medium,False,78,3,369.66,1971.27,18.0,5.0,50.7,55.45,11.05,10.0,19.71,19.71,7.01,1.0,1.2,235.97,3.03
TXN-2023-000274,CUST-015,Fresh,Low,False,169,4,446.93,4231.38,30.0,5.0,109.85,134.08,21.73,10.0,211.57,126.94,15.03,1.5,1.0,996.3,5.9
TXN-2023-000275,CUST-016,Grocery,Medium,False,45,2,213.26,1139.64,12.0,5.0,29.25,31.99,6.94,10.0,11.4,11.4,4.26,1.0,1.5,183.34,4.07
TXN-2023-000276,CUST-016,Grocery,Low,False,13,4,61.61,345.71,24.0,5.0,8.45,6.16,5.62,10.0,3.46,3.46,2.46,1.0,1.0,68.6,5.28
TXN-2023-000277,CUST-016,Fresh,Medium,False,17,4,44.96,427.02,30.0,5.0,11.05,20.23,6.91,10.0,21.35,12.81,3.66,1.5,1.2,217.82,12.81
TXN-2023-000278,CUST-016,Fresh,Medium,False,11,4,29.09,284.19,30.0,5.0,7.15,13.09,6.32,10.0,14.21,8.53,3.08,1.5,1.5,219.1,19.92
TXN-2023-000279,CUST-016,Fresh,Low,False,14,2,37.02,354.79,15.0,5.0,9.1,11.11,4.37,10.0,17.74,10.64,2.23,1.5,1.0,127.78,9.13
TXN-2023-000280,CUST-016,Fresh,Low,False,16,4,42.31,423.7,30.0,5.0,10.4,12.69,6.81,10.0,21.19,12.71,3.25,1.5,1.0,168.07,10.5
TXN-2023-000281,CUST-016,Fresh,Low,False,46,2,121.65,1165.54,15.0,5.0,29.9,36.49,7.49,10.0,58.28,34.97,4.69,1.5,1.0,302.73,6.58
TXN-2023-000282,CUST-016,DetergentsPaper,Low,False,13,2,13.2,338.39,11.0,5.0,8.45,1.06,3.67,10.0,1.69,1.69,1.46,1.0,1.0,44.02,3.39
TXN-2023-000283,CUST-016,Delicatessen,Medium,False,23,2,14.11,591.58,14.0,5.0,14.95,6.77,5.09,10.0,47.33,29.58,2.29,1.5,1.5,303.78,13.21
TXN-2023-000284,CUST-016,Fresh,Low,False,12,1,31.73,304.3,7.5,5.0,7.8,9.52,3.04,10.0,15.22,9.13,1.64,1.5,1.0,103.28,8.61
TXN-2023-000285,CUST-016,Fresh,Medium,False,10,4,26.45,266.27,30.0,5.0,6.5,11.9,6.22,10.0,13.31,7.99,2.98,1.5,1.3,183.12,18.31
TXN-2023-000286,CUST-016,Fresh,Medium,False,16,5,42.31,400.19,37.5,5.0,10.4,19.04,7.93,10.0,20.01,12.01,3.99,1.5,1.5,283.24,17.7
TXN-2023-000287,CUST-016,Grocery,Low,False,27,1,127.96,683.63,6.0,5.0,17.55,12.8,4.28,10.0,6.84,6.84,2.28,1.0,1.0,71.58,2.65
TXN-2023-000288,CUST-016,Fresh,Medium,False,24,2,63.47,612.64,15.0,5.0,15.6,28.56,5.34,10.0,30.63,18.38,3.48,1.5,1.2,237.58,9.9
TXN-2023-000289,CUST-016,Fresh,Low,False,16,5,42.31,417.55,37.5,5.0,10.4,12.69,7.93,10.0,20.88,12.53,3.68,1.5,1.0,180.91,11.31
TXN-2023-000290,CUST-016,Grocery,Low,False,30,2,142.18,770.39,12.0,5.0,19.5,14.22,5.47,10.0,7.7,7.7,2.81,1.0,1.0,84.41,2.81
TXN-2023-000291,CUST-016,Grocery,Medium,False,12,2,56.87,323.02,12.0,5.0,7.8,8.53,3.72,10.0,3.23,3.23,1.85,1.0,1.5,83.05,6.92
TXN-2023-000292,CUST-016,Fresh,Low,False,10,4,26.45,257.39,30.0,5.0,6.5,7.93,6.22,10.0,12.87,7.72,2.78,1.5,1.0,133.55,13.35
TXN-2023-000293,CUST-016,Grocery,High,False,11,1,52.13,291.33,6.0,5.0,7.15,10.43,2.72,10.0,2.91,2.91,1.56,1.0,1.8,87.64,7.97
TXN-2023-000294,CUST-016,Fresh,Medium,False,8,2,21.16,208.08,15.0,5.0,5.2,9.52,3.78,10.0,10.4,6.24,1.93,1.5,1.3,130.79,16.35
TXN-2023-000295,CUST-016,Fresh,Low,False,23,3,60.82,590.03,22.5,5.0,14.95,18.25,6.37,10.0,29.5,17.7,3.35,1.5,1.0,191.43,8.32
TXN-2023-000296,CUST-016,Fresh,Low,False,24,4,63.47,623.11,30.0,5.0,15.6,19.04,7.59,10.0,31.16,18.69,3.86,1.5,1.0,211.41,8.81
TXN-2023-000297,CUST-016,Milk,Medium,False,9,2,7.9,240.21,13.0,5.0,5.85,4.15,3.58,10.0,7.21,4.8,1.58,1.5,1.5,124.12,13.79
TXN-2023-000298,CUST-016,Milk,Low,False,40,5,35.1,1012.99,32.5,5.0,26.0,12.29,9.53,10.0,30.39,20.26,4.27,1.5,1.0,225.34,5.63
