TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISURGENT,BASE_SHIPPING_COST,URGENT_SURCHARGE,SIZE_SURCHARGE,TOTAL_SHIPPING_COST
TXN-2023-000358,CUST-018,439.76,false,13.19,0.00,0.00,13.19
TXN-2023-000359,CUST-018,699.60,false,20.99,0.00,0.00,20.99
TXN-2023-000360,CUST-019,1954.03,false,58.62,0.00,0.00,58.62
TXN-2023-000361,CUST-019,2661.13,false,79.83,0.00,0.00,79.83
TXN-2023-000362,CUST-019,2248.34,false,67.45,0.00,0.00,67.45
TXN-2023-000363,CUST-019,2088.73,false,62.66,0.00,0.00,62.66
TXN-2023-000364,CUST-019,2320.43,false,69.61,0.00,0.00,69.61
TXN-2023-000365,CUST-019,5260.86,false,157.83,0.00,47.35,205.17
TXN-2023-000366,CUST-019,4221.86,false,126.66,0.00,38.00,164.65
TXN-2023-000367,CUST-019,4225.99,false,126.78,0.00,38.03,164.81
TXN-2023-000368,CUST-019,4671.88,false,140.16,0.00,42.05,182.20
TXN-2023-000369,CUST-019,4874.11,false,146.22,0.00,43.87,190.09
TXN-2023-000370,CUST-019,4763.00,false,142.89,0.00,42.87,185.76
TXN-2023-000371,CUST-019,3889.65,false,116.69,0.00,35.01,151.70
TXN-2023-000372,CUST-020,901.90,false,27.06,0.00,0.00,27.06
TXN-2023-000373,CUST-020,228.67,false,6.86,0.00,0.00,6.86
TXN-2023-000374,CUST-020,520.33,false,15.61,0.00,0.00,15.61
TXN-2023-000375,CUST-020,592.44,false,17.77,0.00,0.00,17.77
TXN-2023-000376,CUST-020,694.91,false,20.85,0.00,0.00,20.85
TXN-2023-000377,CUST-020,508.20,false,15.25,0.00,0.00,15.25
TXN-2023-000378,CUST-020,998.42,true,29.95,29.95,0.00,59.91
TXN-2023-000379,CUST-020,595.37,false,17.86,0.00,0.00,17.86
TXN-2023-000380,CUST-020,1034.29,false,31.03,0.00,0.00,31.03
TXN-2023-000381,CUST-020,575.85,false,17.28,0.00,0.00,17.28
TXN-2023-000382,CUST-020,941.06,false,28.23,0.00,0.00,28.23
TXN-2023-000383,CUST-020,736.32,false,22.09,0.00,0.00,22.09
TXN-2023-000384,CUST-020,481.84,false,14.46,0.00,0.00,14.46
TXN-2023-000385,CUST-020,190.48,false,5.71,0.00,0.00,5.71
TXN-2023-000386,CUST-020,602.95,false,18.09,0.00,0.00,18.09
TXN-2023-000387,CUST-020,812.19,false,24.37,0.00,0.00,24.37
TXN-2023-000388,CUST-020,1013.05,false,30.39,0.00,0.00,30.39
TXN-2023-000389,CUST-020,524.14,false,15.72,0.00,0.00,15.72
TXN-2023-000390,CUST-020,475.65,false,14.27,0.00,0.00,14.27
TXN-2023-000391,CUST-020,709.62,false,21.29,0.00,0.00,21.29
TXN-2023-000392,CUST-020,667.25,false,20.02,0.00,0.00,20.02
TXN-2023-000393,CUST-020,380.42,false,11.41,0.00,0.00,11.41
TXN-2023-000394,CUST-020,1094.69,false,32.84,0.00,0.00,32.84
TXN-2023-000395,CUST-020,1977.42,false,59.32,0.00,0.00,59.32
TXN-2023-000396,CUST-020,525.23,false,15.76,0.00,0.00,15.76
TXN-2023-000397,CUST-020,601.40,false,18.04,0.00,0.00,18.04
TXN-2023-000398,CUST-020,514.86,false,15.45,0.00,0.00,15.45
TXN-2023-000399,CUST-020,156.45,false,4.69,0.00,0.00,4.69
TXN-2023-000400,CUST-020,650.30,false,19.51,0.00,0.00,19.51
TXN-2023-000401,CUST-020,313.64,false,9.41,0.00,0.00,9.41
TXN-2023-000402,CUST-020,580.71,false,17.42,0.00,0.00,17.42
TXN-2023-000403,CUST-020,558.80,false,16.76,0.00,0.00,16.76
TXN-2023-000404,CUST-020,759.52,false,22.79,0.00,0.00,22.79
TXN-2023-000405,CUST-020,759.27,false,22.78,0.00,0.00,22.78
TXN-2023-000406,CUST-020,749.36,false,22.48,0.00,0.00,22.48
TXN-2023-000407,CUST-021,968.34,false,29.05,0.00,0.00,29.05
TXN-2023-000408,CUST-021,4074.95,false,122.25,0.00,36.67,158.92
TXN-2023-000409,CUST-021,3017.24,false,90.52,0.00,27.16,117.67
TXN-2023-000410,CUST-021,1117.72,false,33.53,0.00,0.00,33.53
TXN-2023-000411,CUST-021,1343.82,false,40.31,0.00,0.00,40.31
TXN-2023-000412,CUST-021,3548.36,false,106.45,0.00,31.94,138.39
TXN-2023-000413,CUST-021,1147.94,false,34.44,0.00,0.00,34.44
TXN-2023-000414,CUST-021,2502.75,false,75.08,0.00,0.00,75.08
TXN-2023-000415,CUST-021,2008.89,false,60.27,0.00,0.00,60.27
TXN-2023-000416,CUST-021,3470.37,false,104.11,0.00,31.23,135.34
TXN-2023-000417,CUST-021,3148.73,false,94.46,0.00,28.34,122.80
TXN-2023-000418,CUST-021,5766.87,false,173.01,0.00,51.90,224.91
TXN-2023-000419,CUST-022,304.04,true,9.12,9.12,0.00,18.24
TXN-2023-000420,CUST-022,146.78,false,4.40,0.00,0.00,4.40
TXN-2023-000421,CUST-022,118.94,false,3.57,0.00,0.00,3.57
TXN-2023-000422,CUST-022,229.40,true,6.88,6.88,0.00,13.76
TXN-2023-000423,CUST-022,112.11,true,3.36,3.36,0.00,6.73
TXN-2023-000424,CUST-022,86.90,false,2.61,0.00,0.00,2.61
TXN-2023-000425,CUST-022,141.07,false,4.23,0.00,0.00,4.23
TXN-2023-000426,CUST-022,277.48,false,8.32,0.00,0.00,8.32
TXN-2023-000427,CUST-022,263.40,false,7.90,0.00,0.00,7.90
TXN-2023-000428,CUST-022,430.64,false,12.92,0.00,0.00,12.92
TXN-2023-000429,CUST-022,181.65,false,5.45,0.00,0.00,5.45
TXN-2023-000430,CUST-022,478.36,true,14.35,14.35,0.00,28.70
TXN-2023-000431,CUST-022,271.01,true,8.13,8.13,0.00,16.26
TXN-2023-000432,CUST-022,198.60,false,5.96,0.00,0.00,5.96
TXN-2023-000433,CUST-022,347.12,false,10.41,0.00,0.00,10.41
TXN-2023-000434,CUST-022,319.31,false,9.58,0.00,0.00,9.58
TXN-2023-000435,CUST-022,217.27,false,6.52,0.00,0.00,6.52
TXN-2023-000436,CUST-022,132.47,false,3.97,0.00,0.00,3.97
TXN-2023-000437,CUST-022,67.35,false,2.02,0.00,0.00,2.02
TXN-2023-000438,CUST-022,231.13,false,6.93,0.00,0.00,6.93
TXN-2023-000439,CUST-022,116.93,false,3.51,0.00,0.00,3.51
TXN-2023-000440,CUST-022,195.19,false,5.86,0.00,0.00,5.86
TXN-2023-000441,CUST-022,182.02,false,5.46,0.00,0.00,5.46
TXN-2023-000442,CUST-022,524.31,false,15.73,0.00,0.00,15.73
TXN-2023-000443,CUST-022,239.73,false,7.19,0.00,0.00,7.19
TXN-2023-000444,CUST-022,274.06,false,8.22,0.00,0.00,8.22
TXN-2023-000445,CUST-022,298.10,false,8.94,0.00,0.00,8.94
TXN-2023-000446,CUST-022,263.82,false,7.91,0.00,0.00,7.91
TXN-2023-000447,CUST-022,177.75,false,5.33,0.00,0.00,5.33
TXN-2023-000448,CUST-022,169.80,false,5.09,0.00,0.00,5.09
TXN-2023-000449,CUST-022,266.19,false,7.99,0.00,0.00,7.99
TXN-2023-000450,CUST-022,315.43,false,9.46,0.00,0.00,9.46
TXN-2023-000451,CUST-022,268.64,true,8.06,8.06,0.00,16.12
TXN-2023-000452,CUST-022,493.60,false,14.81,0.00,0.00,14.81
TXN-2023-000453,CUST-022,83.45,false,2.50,0.00,0.00,2.50
TXN-2023-000454,CUST-022,273.43,true,8.20,8.20,0.00,16.41
TXN-2023-000455,CUST-022,407.56,false,12.23,0.00,0.00,12.23
TXN-2023-000456,CUST-022,48.84,false,1.47,0.00,0.00,1.47
TXN-2023-000457,CUST-022,242.86,false,7.29,0.00,0.00,7.29
TXN-2023-000458,CUST-022,181.79,false,5.45,0.00,0.00,5.45
TXN-2023-000459,CUST-022,365.83,true,10.97,10.97,0.00,21.95
TXN-2023-000460,CUST-022,256.22,false,7.69,0.00,0.00,7.69
TXN-2023-000461,CUST-022,314.67,false,9.44,0.00,0.00,9.44
TXN-2023-000462,CUST-022,129.51,false,3.89,0.00,0.00,3.89
TXN-2023-000463,CUST-022,235.35,false,7.06,0.00,0.00,7.06
TXN-2023-000464,CUST-022,413.35,false,12.40,0.00,0.00,12.40
TXN-2023-000465,CUST-022,530.64,false,15.92,0.00,0.00,15.92
TXN-2023-000466,CUST-022,217.99,false,6.54,0.00,0.00,6.54
TXN-2023-000467,CUST-022,263.68,true,7.91,7.91,0.00,15.82
TXN-2023-000468,CUST-022,183.64,false,5.51,0.00,0.00,5.51
TXN-2023-000469,CUST-022,285.57,false,8.57,0.00,0.00,8.57
TXN-2023-000470,CUST-023,1482.23,false,44.47,0.00,0.00,44.47
TXN-2023-000471,CUST-023,1028.73,false,30.86,0.00,0.00,30.86
TXN-2023-000472,CUST-023,2153.99,false,64.62,0.00,0.00,64.62
TXN-2023-000473,CUST-023,1076.87,true,32.31,32.31,0.00,64.61
TXN-2023-000474,CUST-023,1086.10,false,32.58,0.00,0.00,32.58
TXN-2023-000475,CUST-023,315.09,false,9.45,0.00,0.00,9.45
TXN-2023-000476,CUST-023,814.30,false,24.43,0.00,0.00,24.43
TXN-2023-000477,CUST-023,1506.98,false,45.21,0.00,0.00,45.21
TXN-2023-000478,CUST-023,4258.68,false,127.76,0.00,38.33,166.09
TXN-2023-000479,CUST-023,746.12,false,22.38,0.00,0.00,22.38
TXN-2023-000480,CUST-023,1641.60,false,49.25,0.00,0.00,49.25
TXN-2023-000481,CUST-023,599.29,false,17.98,0.00,0.00,17.98
TXN-2023-000482,CUST-023,866.10,false,25.98,0.00,0.00,25.98
TXN-2023-000483,CUST-023,1659.85,true,49.80,49.80,0.00,99.59
TXN-2023-000484,CUST-023,711.31,false,21.34,0.00,0.00,21.34
TXN-2023-000485,CUST-023,570.92,true,17.13,17.13,0.00,34.26
TXN-2023-000486,CUST-023,638.58,false,19.16,0.00,0.00,19.16
TXN-2023-000487,CUST-023,882.23,false,26.47,0.00,0.00,26.47
TXN-2023-000488,CUST-023,666.24,false,19.99,0.00,0.00,19.99
TXN-2023-000489,CUST-023,1190.00,false,35.70,0.00,0.00,35.70
TXN-2023-000490,CUST-023,614.85,false,18.45,0.00,0.00,18.45
TXN-2023-000491,CUST-023,983.91,false,29.52,0.00,0.00,29.52
TXN-2023-000492,CUST-023,675.80,false,20.27,0.00,0.00,20.27
TXN-2023-000493,CUST-023,811.42,false,24.34,0.00,0.00,24.34
TXN-2023-000494,CUST-023,641.70,true,19.25,19.25,0.00,38.50
TXN-2023-000495,CUST-023,614.23,false,18.43,0.00,0.00,18.43
TXN-2023-000496,CUST-023,853.17,false,25.60,0.00,0.00,25.60
TXN-2023-000497,CUST-023,1271.60,true,38.15,38.15,0.00,76.30
TXN-2023-000498,CUST-023,1883.05,false,56.49,0.00,0.00,56.49
TXN-2023-000499,CUST-023,660.76,false,19.82,0.00,0.00,19.82
TXN-2023-000500,CUST-023,296.78,true,8.90,8.90,0.00,17.81
TXN-2023-000501,CUST-023,1400.10,false,42.00,0.00,0.00,42.00
TXN-2023-000502,CUST-023,1691.22,false,50.74,0.00,0.00,50.74
TXN-2023-000503,CUST-023,815.80,false,24.47,0.00,0.00,24.47
TXN-2023-000504,CUST-023,1238.12,false,37.14,0.00,0.00,37.14
TXN-2023-000505,CUST-023,1046.95,false,31.41,0.00,0.00,31.41
TXN-2023-000506,CUST-023,1041.67,false,31.25,0.00,0.00,31.25
TXN-2023-000507,CUST-023,1842.47,false,55.27,0.00,0.00,55.27
TXN-2023-000508,CUST-023,446.45,false,13.39,0.00,0.00,13.39
TXN-2023-000509,CUST-023,1022.53,false,30.68,0.00,0.00,30.68
TXN-2023-000510,CUST-023,1905.06,false,57.15,0.00,0.00,57.15
TXN-2023-000511,CUST-023,1797.34,false,53.92,0.00,0.00,53.92
TXN-2023-000512,CUST-023,1100.03,false,33.00,0.00,0.00,33.00
TXN-2023-000513,CUST-023,1745.76,true,52.37,52.37,0.00,104.75
TXN-2023-000514,CUST-023,508.23,false,15.25,0.00,0.00,15.25
TXN-2023-000515,CUST-023,599.01,false,17.97,0.00,0.00,17.97
TXN-2023-000516,CUST-023,1898.80,false,56.96,0.00,0.00,56.96
TXN-2023-000517,CUST-023,483.01,false,14.49,0.00,0.00,14.49
TXN-2023-000518,CUST-024,9401.03,false,282.03,0.00,84.61,366.64
TXN-2023-000519,CUST-024,5449.18,false,163.48,0.00,49.04,212.52
TXN-2023-000520,CUST-024,2824.77,true,84.74,84.74,0.00,169.49
TXN-2023-000521,CUST-024,4815.25,false,144.46,0.00,43.34,187.79
TXN-2023-000522,CUST-024,8789.81,true,263.69,263.69,79.11,606.50
TXN-2023-000523,CUST-024,5440.13,false,163.20,0.00,48.96,212.17
TXN-2023-000524,CUST-024,7399.64,false,221.99,0.00,66.60,288.59
TXN-2023-000525,CUST-024,2814.11,false,84.42,0.00,0.00,84.42
TXN-2023-000526,CUST-024,5459.45,false,163.78,0.00,49.14,212.92
TXN-2023-000527,CUST-024,4198.28,false,125.95,0.00,37.78,163.73
TXN-2023-000528,CUST-024,7074.77,false,212.24,0.00,63.67,275.92
TXN-2023-000529,CUST-024,5976.63,false,179.30,0.00,53.79,233.09
TXN-2023-000530,CUST-024,6179.48,false,185.38,0.00,55.62,241.00
TXN-2023-000531,CUST-024,14668.30,false,440.05,0.00,132.01,572.06
TXN-2023-000532,CUST-024,14668.30,false,440.05,0.00,132.01,572.06
TXN-2023-000533,CUST-024,5669.89,false,170.10,0.00,51.03,221.13
TXN-2023-000534,CUST-025,5500.03,false,165.00,0.00,49.50,214.50
TXN-2023-000535,CUST-025,3270.80,false,98.12,0.00,29.44,127.56
TXN-2023-000536,CUST-025,7084.75,false,212.54,0.00,63.76,276.31
TXN-2023-000537,CUST-025,4603.07,false,138.09,0.00,41.43,179.52
TXN-2023-000538,CUST-025,5114.07,false,153.42,0.00,46.03,199.45
TXN-2023-000539,CUST-025,5361.12,false,160.83,0.00,48.25,209.08
TXN-2023-000540,CUST-025,2568.44,false,77.05,0.00,0.00,77.05
TXN-2023-000541,CUST-025,6970.25,false,209.11,0.00,62.73,271.84
TXN-2023-000542,CUST-025,4325.50,true,129.77,129.77,38.93,298.46
TXN-2023-000543,CUST-025,5203.31,false,156.10,0.00,46.83,202.93
TXN-2023-000544,CUST-025,6551.83,false,196.55,0.00,58.97,255.52
TXN-2023-000545,CUST-025,2836.83,false,85.10,0.00,0.00,85.10
TXN-2023-000546,CUST-026,4208.74,true,126.26,126.26,37.88,290.40
TXN-2023-000547,CUST-026,1298.55,false,38.96,0.00,0.00,38.96
TXN-2023-000548,CUST-026,2484.67,false,74.54,0.00,0.00,74.54
TXN-2023-000549,CUST-026,3822.26,false,114.67,0.00,34.40,149.07
TXN-2023-000550,CUST-026,1757.57,false,52.73,0.00,0.00,52.73
TXN-2023-000551,CUST-026,753.78,false,22.61,0.00,0.00,22.61
TXN-2023-000552,CUST-026,1887.39,false,56.62,0.00,0.00,56.62
TXN-2023-000553,CUST-026,2316.02,true,69.48,69.48,0.00,138.96
TXN-2023-000554,CUST-026,1622.39,false,48.67,0.00,0.00,48.67
TXN-2023-000555,CUST-026,2149.76,false,64.49,0.00,0.00,64.49
TXN-2023-000556,CUST-026,1453.26,false,43.60,0.00,0.00,43.60
TXN-2023-000557,CUST-026,1775.21,false,53.26,0.00,0.00,53.26
TXN-2023-000558,CUST-026,2931.07,false,87.93,0.00,0.00,87.93
TXN-2023-000559,CUST-026,2494.78,false,74.84,0.00,0.00,74.84
TXN-2023-000560,CUST-026,1295.54,false,38.87,0.00,0.00,38.87
TXN-2023-000561,CUST-027,1023.50,false,30.71,0.00,0.00,30.71
TXN-2023-000562,CUST-027,340.73,false,10.22,0.00,0.00,10.22
TXN-2023-000563,CUST-027,926.27,true,27.79,27.79,0.00,55.58
TXN-2023-000564,CUST-027,267.14,false,8.01,0.00,0.00,8.01
TXN-2023-000565,CUST-027,281.81,false,8.45,0.00,0.00,8.45
TXN-2023-000566,CUST-027,441.65,false,13.25,0.00,0.00,13.25
TXN-2023-000567,CUST-027,1013.62,false,30.41,0.00,0.00,30.41
TXN-2023-000568,CUST-027,231.13,false,6.93,0.00,0.00,6.93
TXN-2023-000569,CUST-027,1098.72,false,32.96,0.00,0.00,32.96
TXN-2023-000570,CUST-027,822.60,false,24.68,0.00,0.00,24.68
TXN-2023-000571,CUST-027,198.83,true,5.96,5.96,0.00,11.93
TXN-2023-000572,CUST-027,352.43,false,10.57,0.00,0.00,10.57
TXN-2023-000573,CUST-027,601.19,false,18.04,0.00,0.00,18.04
TXN-2023-000574,CUST-027,270.76,false,8.12,0.00,0.00,8.12
TXN-2023-000575,CUST-027,457.06,false,13.71,0.00,0.00,13.71
TXN-2023-000576,CUST-027,124.64,false,3.74,0.00,0.00,3.74
TXN-2023-000577,CUST-027,528.78,false,15.86,0.00,0.00,15.86
TXN-2023-000578,CUST-027,284.18,false,8.53,0.00,0.00,8.53
TXN-2023-000579,CUST-027,585.02,false,17.55,0.00,0.00,17.55
TXN-2023-000580,CUST-027,546.15,false,16.38,0.00,0.00,16.38
TXN-2023-000581,CUST-027,437.04,false,13.11,0.00,0.00,13.11
TXN-2023-000582,CUST-027,330.06,false,9.90,0.00,0.00,9.90
TXN-2023-000583,CUST-027,382.66,false,11.48,0.00,0.00,11.48
TXN-2023-000584,CUST-027,299.13,false,8.97,0.00,0.00,8.97
TXN-2023-000585,CUST-027,472.28,true,14.17,14.17,0.00,28.34
TXN-2023-000586,CUST-027,466.79,false,14.00,0.00,0.00,14.00
TXN-2023-000587,CUST-027,399.55,false,11.99,0.00,0.00,11.99
TXN-2023-000588,CUST-027,373.73,false,11.21,0.00,0.00,11.21
TXN-2023-000589,CUST-027,449.20,false,13.48,0.00,0.00,13.48
TXN-2023-000590,CUST-027,697.14,false,20.91,0.00,0.00,20.91
TXN-2023-000591,CUST-027,396.67,false,11.90,0.00,0.00,11.90
TXN-2023-000592,CUST-027,240.49,false,7.21,0.00,0.00,7.21
TXN-2023-000593,CUST-027,340.86,false,10.23,0.00,0.00,10.23
TXN-2023-000594,CUST-027,812.19,false,24.37,0.00,0.00,24.37
TXN-2023-000595,CUST-027,505.51,false,15.17,0.00,0.00,15.17
TXN-2023-000596,CUST-027,374.37,false,11.23,0.00,0.00,11.23
TXN-2023-000597,CUST-027,572.12,false,17.16,0.00,0.00,17.16
TXN-2023-000598,CUST-028,397.66,false,11.93,0.00,0.00,11.93
TXN-2023-000599,CUST-028,234.31,false,7.03,0.00,0.00,7.03
TXN-2023-000600,CUST-028,400.05,false,12.00,0.00,0.00,12.00
TXN-2023-000601,CUST-028,399.43,false,11.98,0.00,0.00,11.98
TXN-2023-000602,CUST-028,486.25,false,14.59,0.00,0.00,14.59
TXN-2023-000603,CUST-028,781.55,false,23.45,0.00,0.00,23.45
TXN-2023-000604,CUST-028,488.73,true,14.66,14.66,0.00,29.32
TXN-2023-000605,CUST-028,152.80,false,4.58,0.00,0.00,4.58
TXN-2023-000606,CUST-028,362.88,false,10.89,0.00,0.00,10.89
TXN-2023-000607,CUST-028,732.42,false,21.97,0.00,0.00,21.97
TXN-2023-000608,CUST-028,405.57,false,12.17,0.00,0.00,12.17
TXN-2023-000609,CUST-028,252.06,false,7.56,0.00,0.00,7.56
TXN-2023-000610,CUST-028,838.88,false,25.17,0.00,0.00,25.17
TXN-2023-000611,CUST-028,278.17,false,8.35,0.00,0.00,8.35
TXN-2023-000612,CUST-028,490.59,false,14.72,0.00,0.00,14.72
TXN-2023-000613,CUST-028,187.53,false,5.63,0.00,0.00,5.63
TXN-2023-000614,CUST-028,522.36,false,15.67,0.00,0.00,15.67
TXN-2023-000615,CUST-028,412.70,false,12.38,0.00,0.00,12.38
TXN-2023-000616,CUST-028,709.43,false,21.28,0.00,0.00,21.28
TXN-2023-000617,CUST-028,599.03,false,17.97,0.00,0.00,17.97
TXN-2023-000618,CUST-028,847.69,true,25.43,25.43,0.00,50.86
TXN-2023-000619,CUST-028,724.25,false,21.73,0.00,0.00,21.73
TXN-2023-000620,CUST-028,594.64,false,17.84,0.00,0.00,17.84
TXN-2023-000621,CUST-028,696.05,false,20.88,0.00,0.00,20.88
TXN-2023-000622,CUST-028,491.61,true,14.75,14.75,0.00,29.50
TXN-2023-000623,CUST-028,355.94,false,10.68,0.00,0.00,10.68
TXN-2023-000624,CUST-028,366.03,false,10.98,0.00,0.00,10.98
TXN-2023-000625,CUST-028,167.25,true,5.02,5.02,0.00,10.04
TXN-2023-000626,CUST-028,455.11,false,13.65,0.00,0.00,13.65
TXN-2023-000627,CUST-028,723.23,false,21.70,0.00,0.00,21.70
TXN-2023-000628,CUST-028,1316.61,false,39.50,0.00,0.00,39.50
TXN-2023-000629,CUST-028,455.26,true,13.66,13.66,0.00,27.32
TXN-2023-000630,CUST-028,262.63,false,7.88,0.00,0.00,7.88
TXN-2023-000631,CUST-028,499.14,true,14.97,14.97,0.00,29.95
TXN-2023-000632,CUST-028,377.28,true,11.32,11.32,0.00,22.64
TXN-2023-000633,CUST-028,171.50,false,5.15,0.00,0.00,5.15
TXN-2023-000634,CUST-028,451.29,true,13.54,13.54,0.00,27.08
TXN-2023-000635,CUST-028,271.49,true,8.14,8.14,0.00,16.29
TXN-2023-000636,CUST-028,240.59,false,7.22,0.00,0.00,7.22
TXN-2023-000637,CUST-028,627.01,false,18.81,0.00,0.00,18.81
TXN-2023-000638,CUST-029,3435.47,false,103.06,0.00,30.92,133.98
TXN-2023-000639,CUST-029,9146.32,false,274.39,0.00,82.32,356.71
TXN-2023-000640,CUST-029,2788.08,false,83.64,0.00,0.00,83.64
TXN-2023-000641,CUST-029,2261.50,false,67.85,0.00,0.00,67.85
TXN-2023-000642,CUST-029,5226.23,false,156.79,0.00,47.04,203.82
TXN-2023-000643,CUST-029,4873.91,false,146.22,0.00,43.87,190.08
TXN-2023-000644,CUST-029,1923.44,false,57.70,0.00,0.00,57.70
TXN-2023-000645,CUST-029,2084.75,true,62.54,62.54,0.00,125.09
TXN-2023-000646,CUST-029,3108.04,false,93.24,0.00,27.97,121.21
TXN-2023-000647,CUST-029,3302.23,false,99.07,0.00,29.72,128.79
TXN-2023-000648,CUST-029,2538.61,false,76.16,0.00,0.00,76.16
TXN-2023-000649,CUST-029,5780.55,false,173.42,0.00,52.02,225.44
TXN-2023-000650,CUST-029,1006.35,false,30.19,0.00,0.00,30.19
TXN-2023-000651,CUST-029,5387.64,false,161.63,0.00,48.49,210.12
TXN-2023-000652,CUST-029,8165.10,false,244.95,0.00,73.49,318.44
TXN-2023-000653,CUST-029,1848.19,false,55.45,0.00,0.00,55.45
TXN-2023-000654,CUST-029,2645.60,false,79.37,0.00,0.00,79.37
TXN-2023-000655,CUST-030,1632.26,false,48.97,0.00,0.00,48.97
TXN-2023-000656,CUST-030,1418.50,false,42.56,0.00,0.00,42.56
TXN-2023-000657,CUST-030,1776.90,false,53.31,0.00,0.00,53.31
TXN-2023-000658,CUST-030,1070.54,true,32.12,32.12,0.00,64.23
TXN-2023-000659,CUST-030,1519.22,false,45.58,0.00,0.00,45.58
TXN-2023-000660,CUST-030,1146.12,false,34.38,0.00,0.00,34.38
TXN-2023-000661,CUST-030,850.57,false,25.52,0.00,0.00,25.52
TXN-2023-000662,CUST-030,896.34,true,26.89,26.89,0.00,53.78
TXN-2023-000663,CUST-030,518.67,false,15.56,0.00,0.00,15.56
TXN-2023-000664,CUST-030,756.40,false,22.69,0.00,0.00,22.69
TXN-2023-000665,CUST-030,869.53,true,26.09,26.09,0.00,52.17
TXN-2023-000666,CUST-030,2205.85,false,66.18,0.00,0.00,66.18
TXN-2023-000667,CUST-030,2354.94,false,70.65,0.00,0.00,70.65
TXN-2023-000668,CUST-030,1633.01,false,48.99,0.00,0.00,48.99
TXN-2023-000669,CUST-030,1160.42,false,34.81,0.00,0.00,34.81
TXN-2023-000670,CUST-030,887.15,false,26.61,0.00,0.00,26.61
TXN-2023-000671,CUST-030,1815.84,false,54.48,0.00,0.00,54.48
TXN-2023-000672,CUST-030,1854.18,false,55.63,0.00,0.00,55.63
TXN-2023-000673,CUST-030,784.44,false,23.53,0.00,0.00,23.53
TXN-2023-000674,CUST-030,1114.10,false,33.42,0.00,0.00,33.42
TXN-2023-000675,CUST-030,1236.95,false,37.11,0.00,0.00,37.11
TXN-2023-000676,CUST-030,1637.05,false,49.11,0.00,0.00,49.11
TXN-2023-000677,CUST-030,854.59,false,25.64,0.00,0.00,25.64
TXN-2023-000678,CUST-030,2565.84,true,76.98,76.98,0.00,153.95
TXN-2023-000679,CUST-030,1064.73,false,31.94,0.00,0.00,31.94
TXN-2023-000680,CUST-030,1025.12,false,30.75,0.00,0.00,30.75
TXN-2023-000681,CUST-030,999.44,false,29.98,0.00,0.00,29.98
TXN-2023-000682,CUST-030,631.97,false,18.96,0.00,0.00,18.96
TXN-2023-000683,CUST-030,1936.44,false,58.09,0.00,0.00,58.09
TXN-2023-000684,CUST-030,1313.81,false,39.41,0.00,0.00,39.41
TXN-2023-000685,CUST-030,1620.16,false,48.60,0.00,0.00,48.60
TXN-2023-000686,CUST-030,1605.02,false,48.15,0.00,0.00,48.15
TXN-2023-000687,CUST-030,1585.49,false,47.56,0.00,0.00,47.56
TXN-2023-000688,CUST-030,1467.46,false,44.02,0.00,0.00,44.02
TXN-2023-000689,CUST-030,1083.90,false,32.52,0.00,0.00,32.52
TXN-2023-000690,CUST-030,1545.20,false,46.36,0.00,0.00,46.36
TXN-2023-000691,CUST-030,1167.71,false,35.03,0.00,0.00,35.03
TXN-2023-000692,CUST-030,1321.14,false,39.63,0.00,0.00,39.63
TXN-2023-000693,CUST-031,693.84,true,20.82,20.82,0.00,41.63
TXN-2023-000694,CUST-031,2306.30,false,69.19,0.00,0.00,69.19
TXN-2023-000695,CUST-031,560.81,false,16.82,0.00,0.00,16.82
TXN-2023-000696,CUST-031,1463.58,false,43.91,0.00,0.00,43.91
TXN-2023-000697,CUST-031,416.38,false,12.49,0.00,0.00,12.49
TXN-2023-000698,CUST-031,902.93,false,27.09,0.00,0.00,27.09
TXN-2023-000699,CUST-031,1243.68,false,37.31,0.00,0.00,37.31
TXN-2023-000700,CUST-031,600.81,false,18.02,0.00,0.00,18.02
TXN-2023-000701,CUST-031,986.20,false,29.59,0.00,0.00,29.59
TXN-2023-000702,CUST-031,1272.75,false,38.18,0.00,0.00,38.18
TXN-2023-000703,CUST-031,720.81,false,21.62,0.00,0.00,21.62
TXN-2023-000704,CUST-031,365.35,false,10.96,0.00,0.00,10.96
TXN-2023-000705,CUST-031,483.93,false,14.52,0.00,0.00,14.52
TXN-2023-000706,CUST-031,925.99,true,27.78,27.78,0.00,55.56
TXN-2023-000707,CUST-031,472.96,true,14.19,14.19,0.00,28.38
TXN-2023-000708,CUST-031,439.89,false,13.20,0.00,0.00,13.20
TXN-2023-000709,CUST-031,548.54,false,16.46,0.00,0.00,16.46
TXN-2023-000710,CUST-031,624.41,false,18.73,0.00,0.00,18.73
TXN-2023-000711,CUST-031,544.48,false,16.33,0.00,0.00,16.33
TXN-2023-000712,CUST-031,367.48,false,11.02,0.00,0.00,11.02
TXN-2023-000713,CUST-031,543.88,false,16.32,0.00,0.00,16.32
TXN-2023-000714,CUST-031,760.00,false,22.80,0.00,0.00,22.80
TXN-2023-000715,CUST-031,535.22,false,16.06,0.00,0.00,16.06
TXN-2023-000716,CUST-031,2133.56,false,64.01,0.00,0.00,64.01
TXN-2023-000717,CUST-031,1456.42,false,43.69,0.00,0.00,43.69
TXN-2023-000718,CUST-031,623.09,false,18.69,0.00,0.00,18.69
